timestamp,can_id,signal_type,signal_name,raw_value,physical_value,unit,data_hex
1760049139.8579748,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049139.8579748,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049139.8579748,0x105,ELECTRICAL,BatteryVoltage,1266,12.661869921760852,V,04f2000000000000
1760049139.958178,0x100,ENGINE,RPM,-67,-16.767544388167316,rpm,ffbd000000000000
1760049139.958178,0x101,VEHICLE,Speed,66,0.665611769092835,km/h,0042000000000000
1760049139.958178,0x102,ENGINE,CoolantTemp,57,17.643174463480513,°C,3900000000000000
1760049139.958178,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049139.958178,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049139.958178,0x105,ELECTRICAL,BatteryVoltage,1264,12.64060958326121,V,04f0000000000000
1760049140.0583663,0x100,ENGINE,RPM,-15,-3.9218869936231044,rpm,fff1000000000000
1760049140.0583663,0x101,VEHICLE,Speed,79,0.7911453412211088,km/h,004f000000000000
1760049140.0583663,0x102,ENGINE,CoolantTemp,58,18.390016558614874,°C,3a00000000000000
1760049140.0583663,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.0583663,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.0583663,0x105,ELECTRICAL,BatteryVoltage,1261,12.612166439974878,V,04ed000000000000
1760049140.1585157,0x100,ENGINE,RPM,3,0.9984729866522777,rpm,0003000000000000
1760049140.1585157,0x101,VEHICLE,Speed,88,0.8810453509138558,km/h,0058000000000000
1760049140.1585157,0x102,ENGINE,CoolantTemp,58,18.757691460559577,°C,3a00000000000000
1760049140.1585157,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.1585157,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.1585157,0x105,ELECTRICAL,BatteryVoltage,1260,12.600572584433749,V,04ec000000000000
1760049140.2586524,0x100,ENGINE,RPM,12,3.1559858722870766,rpm,000c000000000000
1760049140.2586524,0x101,VEHICLE,Speed,128,1.2861065117954404,km/h,0080000000000000
1760049140.2586524,0x102,ENGINE,CoolantTemp,58,18.434025111881585,°C,3a00000000000000
1760049140.2586524,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.2586524,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.2586524,0x105,ELECTRICAL,BatteryVoltage,1268,12.689211023543624,V,04f4000000000000
1760049140.3587885,0x100,ENGINE,RPM,41,10.285795017203084,rpm,0029000000000000
1760049140.3587885,0x101,VEHICLE,Speed,209,2.09173174842864,km/h,00d1000000000000
1760049140.3587885,0x102,ENGINE,CoolantTemp,58,18.52796586258737,°C,3a00000000000000
1760049140.3587885,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.3587885,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.3587885,0x105,ELECTRICAL,BatteryVoltage,1268,12.680279003105701,V,04f4000000000000
1760049140.458989,0x100,ENGINE,RPM,-53,-13.406651525143914,rpm,ffcb000000000000
1760049140.458989,0x101,VEHICLE,Speed,131,1.3191501132404526,km/h,0083000000000000
1760049140.458989,0x102,ENGINE,CoolantTemp,58,18.25528680059284,°C,3a00000000000000
1760049140.458989,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.458989,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.458989,0x105,ELECTRICAL,BatteryVoltage,1269,12.695383862239085,V,04f5000000000000
1760049140.5591984,0x100,ENGINE,RPM,42,10.676924736512564,rpm,002a000000000000
1760049140.5591984,0x101,VEHICLE,Speed,206,2.066036527272992,km/h,00ce000000000000
1760049140.5591984,0x102,ENGINE,CoolantTemp,58,18.751303409657872,°C,3a00000000000000
1760049140.5591984,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.5591984,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.5591984,0x105,ELECTRICAL,BatteryVoltage,1265,12.659005909563145,V,04f1000000000000
1760049140.6593285,0x100,ENGINE,RPM,-9,-2.4329760947572514,rpm,fff7000000000000
1760049140.6593285,0x101,VEHICLE,Speed,206,2.068986572006405,km/h,00ce000000000000
1760049140.6593285,0x102,ENGINE,CoolantTemp,58,18.36640296635814,°C,3a00000000000000
1760049140.6593285,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.6593285,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.6593285,0x105,ELECTRICAL,BatteryVoltage,1264,12.646648271577964,V,04f0000000000000
1760049140.7595103,0x100,ENGINE,RPM,61,15.435059822262753,rpm,003d000000000000
1760049140.7595103,0x101,VEHICLE,Speed,232,2.3292419659004198,km/h,00e8000000000000
1760049140.7595103,0x102,ENGINE,CoolantTemp,58,18.864753030511636,°C,3a00000000000000
1760049140.7595103,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.7595103,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.7595103,0x105,ELECTRICAL,BatteryVoltage,1262,12.628745137402701,V,04ee000000000000
1760049140.8596938,0x100,ENGINE,RPM,158,39.591457370810815,rpm,009e000000000000
1760049140.8596938,0x101,VEHICLE,Speed,329,3.2935666046417125,km/h,0149000000000000
1760049140.8596938,0x102,ENGINE,CoolantTemp,59,19.50156005360354,°C,3b00000000000000
1760049140.8596938,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.8596938,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.8596938,0x105,ELECTRICAL,BatteryVoltage,1259,12.593766139960183,V,04eb000000000000
1760049140.9598522,0x100,ENGINE,RPM,-20,-5.028618378599818,rpm,ffec000000000000
1760049140.9598522,0x101,VEHICLE,Speed,370,3.7088107997818875,km/h,0172000000000000
1760049140.9598522,0x102,ENGINE,CoolantTemp,59,19.244172285845153,°C,3b00000000000000
1760049140.9598522,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049140.9598522,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049140.9598522,0x105,ELECTRICAL,BatteryVoltage,1260,12.602055914060527,V,04ec000000000000
1760049141.0600057,0x100,ENGINE,RPM,129,32.37352273665007,rpm,0081000000000000
1760049141.0600057,0x101,VEHICLE,Speed,370,3.7007401989428064,km/h,0172000000000000
1760049141.0600057,0x102,ENGINE,CoolantTemp,59,19.15455958756263,°C,3b00000000000000
1760049141.0600057,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.0600057,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.0600057,0x105,ELECTRICAL,BatteryVoltage,1260,12.60170570755856,V,04ec000000000000
1760049141.1602154,0x100,ENGINE,RPM,-8,-2.0420062334899836,rpm,fff8000000000000
1760049141.1602154,0x101,VEHICLE,Speed,296,2.963122921996175,km/h,0128000000000000
1760049141.1602154,0x102,ENGINE,CoolantTemp,59,19.733958869590445,°C,3b00000000000000
1760049141.1602154,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.1602154,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.1602154,0x105,ELECTRICAL,BatteryVoltage,1263,12.633758357061225,V,04ef000000000000
1760049141.2603672,0x100,ENGINE,RPM,4,1.055549048716535,rpm,0004000000000000
1760049141.2603672,0x101,VEHICLE,Speed,306,3.0637271653187677,km/h,0132000000000000
1760049141.2603672,0x102,ENGINE,CoolantTemp,60,20.17015272361404,°C,3c00000000000000
1760049141.2603672,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.2603672,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.2603672,0x105,ELECTRICAL,BatteryVoltage,1261,12.611918797828213,V,04ed000000000000
1760049141.3605242,0x100,ENGINE,RPM,-51,-12.879995716047269,rpm,ffcd000000000000
1760049141.3605242,0x101,VEHICLE,Speed,272,2.729277105778145,km/h,0110000000000000
1760049141.3605242,0x102,ENGINE,CoolantTemp,60,20.025473138039757,°C,3c00000000000000
1760049141.3605242,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.3605242,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.3605242,0x105,ELECTRICAL,BatteryVoltage,1264,12.644614292079696,V,04f0000000000000
1760049141.4607594,0x100,ENGINE,RPM,107,26.903073755965977,rpm,006b000000000000
1760049141.4607594,0x101,VEHICLE,Speed,216,2.160329234467777,km/h,00d8000000000000
1760049141.4607594,0x102,ENGINE,CoolantTemp,60,20.609284432654096,°C,3c00000000000000
1760049141.4607594,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.4607594,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.4607594,0x105,ELECTRICAL,BatteryVoltage,1260,12.602822783993368,V,04ec000000000000
1760049141.561186,0x100,ENGINE,RPM,-141,-35.28591437497817,rpm,ff73000000000000
1760049141.561186,0x101,VEHICLE,Speed,205,2.0526141961177373,km/h,00cd000000000000
1760049141.561186,0x102,ENGINE,CoolantTemp,59,19.64493650475886,°C,3b00000000000000
1760049141.561186,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.561186,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.561186,0x105,ELECTRICAL,BatteryVoltage,1258,12.583519594525011,V,04ea000000000000
1760049141.6613965,0x100,ENGINE,RPM,184,46.16920812055464,rpm,00b8000000000000
1760049141.6613965,0x101,VEHICLE,Speed,204,2.043889297315305,km/h,00cc000000000000
1760049141.6613965,0x102,ENGINE,CoolantTemp,60,20.08697946763509,°C,3c00000000000000
1760049141.6613965,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.6613965,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.6613965,0x105,ELECTRICAL,BatteryVoltage,1265,12.655173334768028,V,04f1000000000000
1760049141.761531,0x100,ENGINE,RPM,-73,-18.298914530637557,rpm,ffb7000000000000
1760049141.761531,0x101,VEHICLE,Speed,312,3.1216203088359733,km/h,0138000000000000
1760049141.761531,0x102,ENGINE,CoolantTemp,59,19.661793682012412,°C,3b00000000000000
1760049141.761531,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.761531,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.761531,0x105,ELECTRICAL,BatteryVoltage,1264,12.641675587382547,V,04f0000000000000
1760049141.8616881,0x100,ENGINE,RPM,73,18.272306859152035,rpm,0049000000000000
1760049141.8616881,0x101,VEHICLE,Speed,315,3.1524301700819883,km/h,013b000000000000
1760049141.8616881,0x102,ENGINE,CoolantTemp,59,19.677375311928632,°C,3b00000000000000
1760049141.8616881,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.8616881,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.8616881,0x105,ELECTRICAL,BatteryVoltage,1254,12.543495670780123,V,04e6000000000000
1760049141.9619715,0x100,ENGINE,RPM,60,15.160683492059333,rpm,003c000000000000
1760049141.9619715,0x101,VEHICLE,Speed,291,2.912931491493409,km/h,0123000000000000
1760049141.9619715,0x102,ENGINE,CoolantTemp,59,19.98219663559516,°C,3b00000000000000
1760049141.9619715,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049141.9619715,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049141.9619715,0x105,ELECTRICAL,BatteryVoltage,1248,12.484095483566934,V,04e0000000000000
1760049142.0621843,0x100,ENGINE,RPM,-108,-27.23276524873347,rpm,ff94000000000000
1760049142.0621843,0x101,VEHICLE,Speed,352,3.5256395780867242,km/h,0160000000000000
1760049142.0621843,0x102,ENGINE,CoolantTemp,59,19.74869945164317,°C,3b00000000000000
1760049142.0621843,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.0621843,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.0621843,0x105,ELECTRICAL,BatteryVoltage,1258,12.585235620530348,V,04ea000000000000
1760049142.1624026,0x100,ENGINE,RPM,88,22.20130450725263,rpm,0058000000000000
1760049142.1624026,0x101,VEHICLE,Speed,426,4.266395095465768,km/h,01aa000000000000
1760049142.1624026,0x102,ENGINE,CoolantTemp,60,20.439101002427382,°C,3c00000000000000
1760049142.1624026,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.1624026,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.1624026,0x105,ELECTRICAL,BatteryVoltage,1254,12.545723270385313,V,04e6000000000000
1760049142.2625723,0x100,ENGINE,RPM,93,23.3348143365088,rpm,005d000000000000
1760049142.2625723,0x101,VEHICLE,Speed,486,4.868503607234425,km/h,01e6000000000000
1760049142.2625723,0x102,ENGINE,CoolantTemp,60,20.85886525284952,°C,3c00000000000000
1760049142.2625723,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.2625723,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.2625723,0x105,ELECTRICAL,BatteryVoltage,1261,12.619691884352585,V,04ed000000000000
1760049142.3631742,0x100,ENGINE,RPM,-33,-8.456340019625838,rpm,ffdf000000000000
1760049142.3631742,0x101,VEHICLE,Speed,479,4.793794049683948,km/h,01df000000000000
1760049142.3631742,0x102,ENGINE,CoolantTemp,61,21.638811086641525,°C,3d00000000000000
1760049142.3631742,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.3631742,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.3631742,0x105,ELECTRICAL,BatteryVoltage,1266,12.666237700284926,V,04f2000000000000
1760049142.463418,0x100,ENGINE,RPM,-79,-19.803167176846912,rpm,ffb1000000000000
1760049142.463418,0x101,VEHICLE,Speed,530,5.306543161848361,km/h,0212000000000000
1760049142.463418,0x102,ENGINE,CoolantTemp,61,21.4083222492968,°C,3d00000000000000
1760049142.463418,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.463418,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.463418,0x105,ELECTRICAL,BatteryVoltage,1265,12.657985309964465,V,04f1000000000000
1760049142.5635993,0x100,ENGINE,RPM,-7,-1.8154889454341645,rpm,fff9000000000000
1760049142.5635993,0x101,VEHICLE,Speed,494,4.9485092594567375,km/h,01ee000000000000
1760049142.5635993,0x102,ENGINE,CoolantTemp,61,21.222375655214623,°C,3d00000000000000
1760049142.5635993,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.5635993,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.5635993,0x105,ELECTRICAL,BatteryVoltage,1271,12.711115651347118,V,04f7000000000000
1760049142.6637332,0x100,ENGINE,RPM,-21,-5.47336465326147,rpm,ffeb000000000000
1760049142.6637332,0x101,VEHICLE,Speed,449,4.495552063058773,km/h,01c1000000000000
1760049142.6637332,0x102,ENGINE,CoolantTemp,61,21.351600244119613,°C,3d00000000000000
1760049142.6637332,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.6637332,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.6637332,0x105,ELECTRICAL,BatteryVoltage,1276,12.767197867493676,V,04fc000000000000
1760049142.763877,0x100,ENGINE,RPM,-51,-12.846535514896587,rpm,ffcd000000000000
1760049142.763877,0x101,VEHICLE,Speed,451,4.510831823707615,km/h,01c3000000000000
1760049142.763877,0x102,ENGINE,CoolantTemp,61,21.26659713971536,°C,3d00000000000000
1760049142.763877,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.763877,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.763877,0x105,ELECTRICAL,BatteryVoltage,1282,12.821012238649333,V,0502000000000000
1760049142.8643115,0x100,ENGINE,RPM,-74,-18.580039418780856,rpm,ffb6000000000000
1760049142.8643115,0x101,VEHICLE,Speed,421,4.217447861695764,km/h,01a5000000000000
1760049142.8643115,0x102,ENGINE,CoolantTemp,61,21.316865574680563,°C,3d00000000000000
1760049142.8643115,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.8643115,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.8643115,0x105,ELECTRICAL,BatteryVoltage,1274,12.740394924378354,V,04fa000000000000
1760049142.9645283,0x100,ENGINE,RPM,4,1.1903602280334775,rpm,0004000000000000
1760049142.9645283,0x101,VEHICLE,Speed,496,4.964933412662626,km/h,01f0000000000000
1760049142.9645283,0x102,ENGINE,CoolantTemp,62,22.0725227885961,°C,3e00000000000000
1760049142.9645283,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049142.9645283,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049142.9645283,0x105,ELECTRICAL,BatteryVoltage,1272,12.729876655811589,V,04f8000000000000
1760049143.0647624,0x100,ENGINE,RPM,-82,-20.569447681935088,rpm,ffae000000000000
1760049143.0647624,0x101,VEHICLE,Speed,473,4.736447682481973,km/h,01d9000000000000
1760049143.0647624,0x102,ENGINE,CoolantTemp,61,21.607189907819823,°C,3d00000000000000
1760049143.0647624,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.0647624,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.0647624,0x105,ELECTRICAL,BatteryVoltage,1276,12.766864759771892,V,04fc000000000000
1760049143.1649299,0x100,ENGINE,RPM,67,16.93684233359346,rpm,0043000000000000
1760049143.1649299,0x101,VEHICLE,Speed,419,4.197176117534119,km/h,01a3000000000000
1760049143.1649299,0x102,ENGINE,CoolantTemp,61,21.822710931088746,°C,3d00000000000000
1760049143.1649299,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.1649299,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.1649299,0x105,ELECTRICAL,BatteryVoltage,1272,12.724544283768948,V,04f8000000000000
1760049143.2650993,0x100,ENGINE,RPM,0,-0.24204893368755975,rpm,0000000000000000
1760049143.2650993,0x101,VEHICLE,Speed,413,4.130819873288568,km/h,019d000000000000
1760049143.2650993,0x102,ENGINE,CoolantTemp,62,22.016594546613064,°C,3e00000000000000
1760049143.2650993,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.2650993,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.2650993,0x105,ELECTRICAL,BatteryVoltage,1272,12.726318373402197,V,04f8000000000000
1760049143.3653724,0x100,ENGINE,RPM,-23,-5.942443240971946,rpm,ffe9000000000000
1760049143.3653724,0x101,VEHICLE,Speed,404,4.042742351443171,km/h,0194000000000000
1760049143.3653724,0x102,ENGINE,CoolantTemp,61,21.76789196408271,°C,3d00000000000000
1760049143.3653724,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.3653724,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.3653724,0x105,ELECTRICAL,BatteryVoltage,1272,12.720415276001997,V,04f8000000000000
1760049143.4655857,0x100,ENGINE,RPM,269,67.32058720843723,rpm,010d000000000000
1760049143.4655857,0x101,VEHICLE,Speed,428,4.280323808905976,km/h,01ac000000000000
1760049143.4655857,0x102,ENGINE,CoolantTemp,62,22.27493957298277,°C,3e00000000000000
1760049143.4655857,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.4655857,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.4655857,0x105,ELECTRICAL,BatteryVoltage,1275,12.75140983524756,V,04fb000000000000
1760049143.5657797,0x100,ENGINE,RPM,65,16.411969149786067,rpm,0041000000000000
1760049143.5657797,0x101,VEHICLE,Speed,380,3.800654303655402,km/h,017c000000000000
1760049143.5657797,0x102,ENGINE,CoolantTemp,62,22.575129093582643,°C,3e00000000000000
1760049143.5657797,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.5657797,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.5657797,0x105,ELECTRICAL,BatteryVoltage,1272,12.724595046415775,V,04f8000000000000
1760049143.6660085,0x100,ENGINE,RPM,29,7.280766838480426,rpm,001d000000000000
1760049143.6660085,0x101,VEHICLE,Speed,424,4.249892993431897,km/h,01a8000000000000
1760049143.6660085,0x102,ENGINE,CoolantTemp,61,21.70042565458408,°C,3d00000000000000
1760049143.6660085,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.6660085,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.6660085,0x105,ELECTRICAL,BatteryVoltage,1271,12.717319473766135,V,04f7000000000000
1760049143.7662423,0x100,ENGINE,RPM,36,9.24636368270834,rpm,0024000000000000
1760049143.7662423,0x101,VEHICLE,Speed,493,4.937511873474118,km/h,01ed000000000000
1760049143.7662423,0x102,ENGINE,CoolantTemp,61,21.059078783095067,°C,3d00000000000000
1760049143.7662423,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.7662423,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.7662423,0x105,ELECTRICAL,BatteryVoltage,1276,12.76697314080265,V,04fc000000000000
1760049143.8664682,0x100,ENGINE,RPM,-174,-43.613770670895995,rpm,ff52000000000000
1760049143.8664682,0x101,VEHICLE,Speed,431,4.3168940234642115,km/h,01af000000000000
1760049143.8664682,0x102,ENGINE,CoolantTemp,61,21.15656323937625,°C,3d00000000000000
1760049143.8664682,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.8664682,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.8664682,0x105,ELECTRICAL,BatteryVoltage,1278,12.780256526572037,V,04fe000000000000
1760049143.9666855,0x100,ENGINE,RPM,67,16.98634401759161,rpm,0043000000000000
1760049143.9666855,0x101,VEHICLE,Speed,404,4.047502971105335,km/h,0194000000000000
1760049143.9666855,0x102,ENGINE,CoolantTemp,60,20.87240881632277,°C,3c00000000000000
1760049143.9666855,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049143.9666855,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049143.9666855,0x105,ELECTRICAL,BatteryVoltage,1288,12.887381853879575,V,0508000000000000
1760049144.066934,0x100,ENGINE,RPM,41,10.250762920135061,rpm,0029000000000000
1760049144.066934,0x101,VEHICLE,Speed,450,4.506040440725128,km/h,01c2000000000000
1760049144.066934,0x102,ENGINE,CoolantTemp,61,21.50678327906348,°C,3d00000000000000
1760049144.066934,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049144.066934,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049144.066934,0x105,ELECTRICAL,BatteryVoltage,1297,12.973760961375278,V,0511000000000000
1760049144.1671839,0x100,ENGINE,RPM,-83,-20.95652703258025,rpm,ffad000000000000
1760049144.1671839,0x101,VEHICLE,Speed,403,4.036598880276504,km/h,0193000000000000
1760049144.1671839,0x102,ENGINE,CoolantTemp,61,21.325754249847954,°C,3d00000000000000
1760049144.1671839,0x103,ENGINE,ThrottlePosition,0,0,%,0000000000000000
1760049144.1671839,0x104,FUEL,FuelLevel,192,75.0,%,c000000000000000
1760049144.1671839,0x105,ELECTRICAL,BatteryVoltage,1300,13.008355589271561,V,0514000000000000
1760049144.2674012,0x100,ENGINE,RPM,0,-0.2062301062912762,rpm,0000000000000000
